article_id,outlet,sentence,mention,label,probability
11,Fox News,"They may be unduly influenced by the national numbers--Trump trails by 8 points in the final Fox poll, 10 points in the Wall Street Journal/NBC poll.",Trump,negative,0.9681
11,Fox News,"And then there are the shock polls--Biden by 17 in Wisconsin, according to a Washington Post/ABC survey, Trump by 7 in Iowa, according to a Des Moines Register poll.",Trump,neutral,0.7152
11,Fox News,"The media establishment, essentially convinced Biden will win in the end--but cautious about saying so because of PTSD from 2016--are on track to push back hard if and when Trump declares himself the winner.",Trump,negative,0.5587
11,Fox News,"A group of truck-driving Trump fans surrounded and slowed a Biden campaign bus on an interstate, forcing the cancellations of two rallies.",Trump,negative,0.5644
11,Fox News,"And yet Trump tweeted that “these patriots did nothing wrong,” and that the bureau should be investigating terrorists and Antifa.",Trump,neutral,0.5302
12,Fox News,Pro-Trump actress Kirstie Alley mocked CNN for “broadcasting terror” with around-the-clock coronavirus fearmongering as she continued to spar with the liberal network.,Trump,negative,0.7658
12,Fox News,"PRO-TRUMP ACTRESS KIRSTIE ALLEY SLAMS CNN'S COVID COVERAGE: ‘FEAR OF DYING IS THEIR MANTRA’
Last week, Alley’s feud with CNN began when she took to Twitter after tuning into the liberal network to “get their viewpoint” about the ongoing coronavirus pandemic and seeing constant fearmongering.",TRUMP,negative,0.7423
12,Fox News,"KIRSTIE ALLEY RESPONDS TO 'NASTY,' 'HORRIBLE' PEOPLE CRITICIZING HER SUPPORT FOR TRUMP
CNN’s public relations department responded with a snarky tweet directed at the actress in which they inaccurately took a shot at one of her old TV programs and told Alley to wear a mask.",TRUMP,negative,0.5062
12,Fox News,"It's no surprise that Alley isn’t a fan of CNN, as she recently announced why she voted for President Trump in the 2016 election and plans to do so again in his reelection bid against Democratic challenger Joe Biden.",President Trump,neutral,0.6487
12,Fox News,"CNN and Trump have feuded for the last four years, with the president regularly referring to the liberal network as “fake news,” while CNN has loaded its lineup with anti-Trump pundits.",Trump,negative,0.9618
12,Fox News,"CNN and Trump have feuded for the last four years, with the president regularly referring to the liberal network as “fake news,” while CNN has loaded its lineup with anti-Trump pundits.",Trump,negative,0.9636
13,Fox News,But other parts of America believe President Trump that the “lamestream media” are trying to hijack the election on behalf of their pal Joe.,President Trump,negative,0.6543
13,Fox News,Many Trump supporters believe just as strongly in his allegations that the election was warped by widespread fraud.,Trump,positive,0.3753
13,Fox News,It’s not like arguing over a Trump tax cut or Supreme Court nomination or who won the first debate.,Trump,negative,0.7706
13,Fox News,"But it is a statement of fact that after months of warning about mail ballots, Trump and his campaign have produced no evidence of widespread tampering--certainly nothing that would reverse, for example, Biden’s 50,000-vote lead in Pennsylvania.",Trump,neutral,0.3744
13,Fox News,"BIDEN WINS PRESIDENCY, TRUMP DENIED SECOND TERM IN WHITE HOUSE, FOX NEWS PROJECTS",TRUMP,negative,0.8244
13,Fox News,Never mind that Trump and his supporters were jubilant when the same networks projected him the winner in the early-morning hours four years ago.,Trump,positive,0.8276
13,Fox News,"But after six years of overwhelmingly negative coverage of Trump, the media can hardly be shocked if they’re no longer seen as an honest broker.",Trump,negative,0.9886
13,Fox News,"We saw a troubling snapshot last week when Trump said from the White House that the election could be stolen, that there was plenty of fraud--and ABC, CBS, NBC and MSNBC cut away to assail his lies.",Trump,negative,0.9926
13,Fox News,"I have no problem with challenging Trump’s claims afterward, but these networks essentially told their audience they didn’t need to hear from this guy, and pulled the plug.",Trump,negative,0.9557
13,Fox News,"What troubles me most of all is the notion, fairly widespread among Trump backers, that the networks called the race for Biden for partisan reasons.",Trump,negative,0.6597
13,Fox News,"So too the snide comment from CNN’s Anderson Cooper, for which he has apologized, that Trump is like “an obese turtle on his back flailing in the hot sun.”",Trump,negative,0.9926
13,Fox News,"And some viewers are upset with Fox, as if it is somehow a news organization’s job to always back Trump even when its own experts have concluded he lost the race.",Trump,negative,0.9652
13,Fox News,And some Trump advisers are anonymously telling reporters that they are suggesting the president graciously concede.,Trump,neutral,0.6834
13,Fox News,"In the media world, some of Trump’s conservative allies are in his corner and promoting his claims of election fraud.",Trump,negative,0.7508
13,Fox News,Trump’s ally Chris Christie told ABC he shouldn’t be hurling unproven allegations.,Trump,neutral,0.5022
13,Fox News,Author and podcaster Ben Shaprio says it is “deeply irresponsible” for Trump to claim he won the election.,Trump,negative,0.9841
13,Fox News,And the New York Post’s conservative editorial page says Trump should preserve his legacy by stopping “the conspiracy-addled talk of a ‘stolen’ election.”,Trump,positive,0.5396
14,Fox News,He offers few detailed alternatives to the first four years of the Trump administration.,Trump,neutral,0.8391
14,Fox News,"Instead, Biden is running on the idea that Donald Trump caused the COVID-19 pandemic and the resulting economic recession, and that he’s responsible for violence in the streets.",Donald Trump,negative,0.9913
14,Fox News,"But Biden rarely offers contrasting visions of what he would have done differently than the Trump administration — or, for that matter, major European countries that are now in worse economic shape and fighting another coronavirus spike.",Trump,negative,0.6523
14,Fox News,"Even in the final days of the race, Biden is making far fewer campaign appearances than Trump.",Trump,neutral,0.5966
14,Fox News,But then the unthinkable happened with the stunning 2016 election of Donald Trump.,Donald Trump,positive,0.3683
14,Fox News,"CLICK HERE TO GET THE OPINION NEWSLETTER
Trump now has appointed three traditionalist (and relatively young) justices to lifetime spots on the Supreme Court.",Trump,positive,0.5382
14,Fox News,"Instead, Reid ensured that Trump and a Republican-controlled Senate could appoint conservative judges at will under the new rules.",Trump,positive,0.5791
14,Fox News,"In sum, the 2020 election is not just about Joe Biden sitting on a perceived lead and trying to run out the clock against barnstorming incumbent President Trump.",President Trump,negative,0.8674
15,Fox News,"President Trump should respond to the vicious, destructive, and lawless mob precisely as President Abraham Lincoln did.",President Trump,positive,0.506
15,Fox News,"CLICK HERE TO SIGN UP FOR OUR OPINION NEWSLETTER
In the spirit of President Lincoln, President Trump should issue the following warning to the violent and the lawless:
All honest citizens will be asked to submit video of anyone they see engaged in violence, looting and destruction.",President Trump,positive,0.6349
16,Fox News,I was conflicted whether or not to devote this column to a closing argument for President Trump.,President Trump,neutral,0.8418
16,Fox News,"For Trump, his first term had to deal with the unfolding reality that the establishment itself tried to remove him from office using a fake Russia dossier hoax, facilitated by a compromised legacy media.",Trump,negative,0.8724
16,Fox News,"WHY DONALD TRUMP'S SUPPORTERS LOVE HIM SO MUCH
Despite all the attempts to thwart him, Trump did not become distracted or consumed with a hate that would keep him from focusing on his work.",DONALD TRUMP,negative,0.4873
16,Fox News,"WHY DONALD TRUMP'S SUPPORTERS LOVE HIM SO MUCH
Despite all the attempts to thwart him, Trump did not become distracted or consumed with a hate that would keep him from focusing on his work.",Trump,negative,0.5575
16,Fox News,Trump won in 2016 because of the issues.,Trump,positive,0.8224
16,Fox News,"And while we lament what could have happened with that magnificent economic trajectory had the pandemic not been unleashed onto the world by the Chinese Communist Party, we were able to take the action required to react to a shocking and invisible viral enemy specifically because the nation had the resources created by President Trump’s economic agenda.",President Trump,positive,0.687
16,Fox News,"Not only is it happening, but at a record pace, now dubbed on “Trump Time.”",Trump,neutral,0.5131
16,Fox News,And this is only because we know what Donald Trump can accomplish because we’ve seen it happen in real time.,Donald Trump,positive,0.524
16,Fox News,What we’ve seen Trump accomplish has been historic in many ways on many fronts.,Trump,positive,0.9404
16,Fox News,"Trump, with an unprecedented commitment to transparency, has always simply been himself.",Trump,positive,0.9152
16,Fox News,"Starting with the ride down the golden escalator in the Trump building announcing his candidacy and through the 2016 primary campaigning, many of us saw a shift from a famous man taking on another project, to an American man falling in love with the country.",Trump,positive,0.7583
16,Fox News,I was at first opposed to Trump during the 2016 primary season.,Trump,negative,0.7452
16,Fox News,"Even if 2020 was the first time that Trump was running for the presidency, he would still be the best and only man for the job.",Trump,positive,0.5438
16,Fox News,Now we do not have to guess as we did in 2016 whether or not Trump will deliver.,Trump,negative,0.5642
16,Fox News,"The Donald Trump vision is that America is the best place on Earth, that it is not only worth saving but is being saved, and still stands as the shining city on a hill for people the world over.",Donald Trump,positive,0.9711
16,Fox News,"Donald Trump represents that optimistic, confident vision and knows how to make it all possible.",Donald Trump,positive,0.9811
17,Fox News,"Much safer, in fact, than admitting to voting for Donald Trump four years ago or saying that I am voting for Trump this time around.",Donald Trump,negative,0.4403
17,Fox News,"Much safer, in fact, than admitting to voting for Donald Trump four years ago or saying that I am voting for Trump this time around.",Trump,negative,0.4492
17,Fox News,I am casting my ballot for President Trump’s reelection.,President Trump,neutral,0.8478
17,Fox News,Donald Trump is a Republican.,Donald Trump,neutral,0.8947
17,Fox News,"I was terrified and sickened by the rise of Trump because I was told by the left-wing media that he was a wealthy, greedy, morally bankrupt bigot — as were his stunningly simple, astoundingly ignorant supporters.",Trump,negative,0.9945
17,Fox News,"When Trump won, I saw this as a backlash against eight years of a Black president and the social progress America had made — which, thanks to the clever and opportunistic marketing of the political left, I credited to the Democratic Party.",Trump,negative,0.8563
17,Fox News,The election of Trump brought my world crashing down in more ways than one.,Trump,negative,0.9257
17,Fox News,"I went on a months-long journey of research to answer these questions, and that’s when Donald Trump really began to turn my life inside out.",Donald Trump,positive,0.8458
17,Fox News,"After many weeks of investigating Trump, the left-wing media, and the practices of the news sources I had placed my trust in, I discovered that Donald Trump was not my enemy — the leftist media were.",Trump,negative,0.9525
17,Fox News,"After many weeks of investigating Trump, the left-wing media, and the practices of the news sources I had placed my trust in, I discovered that Donald Trump was not my enemy — the leftist media were.",Donald Trump,negative,0.9408
17,Fox News,"CLICK HERE TO GET THE OPINION NEWSLETTER
When I went back to the beginning of Trump’s campaign and watched the standout moments of horror —news reports claiming Trump called Mexicans rapists, promoted violence against Black people, and mocked a reporter’s disability.",Trump,negative,0.9766
17,Fox News,"CLICK HERE TO GET THE OPINION NEWSLETTER
When I went back to the beginning of Trump’s campaign and watched the standout moments of horror —news reports claiming Trump called Mexicans rapists, promoted violence against Black people, and mocked a reporter’s disability.",Trump,negative,0.9768
17,Fox News,Why would the anti-Trump media do this?,Trump,negative,0.9602
17,Fox News,"In seeing the truth about the Democrats, I saw the truth about Donald Trump — a man who knew for many, many years everything I had just discovered.",Donald Trump,positive,0.6616
17,Fox News,I’m proudly voting for President Trump’s reelection because a vote for Trump is a vote for truth.,President Trump,positive,0.9509
17,Fox News,I’m proudly voting for President Trump’s reelection because a vote for Trump is a vote for truth.,Trump,positive,0.9583
18,Fox News,The Trump administration just removed the gray wolf from the Endangered Species Act list.,Trump,neutral,0.6692
19,Fox News,"2020 ELECTION BALLOTS CAST SO FAR
According to an aggregate of polls by RealClearPolitics, Biden and Trump are neck-and-neck in Ohio, with the former vice president leading by less than one-quarter of a percentage point, indicating the race will be one to watch Tuesday night.",Trump,neutral,0.6308
19,Fox News,"In 2016, Trump beat Clinton by more than 8 percentage points in the state; but Barack Obama won the state in both 2008 and 2012, albeit by a slimmer margin (4.6 percentage points and 3 percentage points, respectively).",Trump,positive,0.5149
19,Fox News,"CLAWING BACK VOTES: 7 STATES ALLOW VOTERS TO RESUBMIT BALLOTS
With 18 electoral votes up for grabs, the state is crucial to Trump's re-election efforts.",Trump,neutral,0.471
19,Fox News,"Ohio Gov. Mike DeWine, a Republican, predicted on Sunday that Trump will clinch the state on Tuesday, but suggested the race between the president and his opponent will be tight.",Trump,positive,0.6173
19,Fox News,"FIRST PRESIDENTIAL VOTE CAST USING BLOCKCHAIN TECHNOLOGY
Biden will head to Pennsylvania, another state that Trump won in 2016, later on Monday as he looks to rebuild the ""blue wall.""",Trump,neutral,0.4889
20,Fox News,"President Donald Trump won early Tuesday, with 16 votes to Biden's five.",Donald Trump,positive,0.7683
20,Fox News,TRUMP SAYS HE'LL WIN MICHIGAN EASILY,TRUMP,positive,0.7204
20,Fox News,"The township, however, hasn't always predicted the election's eventual winner, as Hillary Clinton won Dixville Notch in 2016, despite Trump going on to win the Electoral College.",Trump,negative,0.659
21,Fox News,"President Trump has raised concerns about mail-in balloting, including after the city BOE was forced to resend nearly 100,000 absentee ballots to Brooklyn voters after a vendor provided the wrong return envelopes with other people’s names.",President Trump,neutral,0.7336
22,Fox News,The fate of this Election Day matchup between President Trump and Democratic presidential nominee Joe Biden falls mainly on several key states.,President Trump,neutral,0.9457
22,Fox News,The latest Fox News national survey of likely voters showed that Biden's lead over Trump has narrowed to 8 points.,Trump,neutral,0.6304
22,Fox News,"THE LATEST FOX NEWS 2020 BATTLEGROUND POWER RANKINGS
Trump carried each of these states by less than a percentage point in 2016.",Trump,positive,0.5282
22,Fox News,"""
Recent national polls in Pennsylvania have shown that Biden has had a slight advantage, but Trump is still within striking distance.",Trump,neutral,0.7606
22,Fox News,"Trump became the first Republican nominee four years ago to win Pennsylvania since George H.W. Bush in 1988, carrying the state -- and its 20 electoral votes -- by less than 1 percent over Hillary Clinton Clinton.",Trump,positive,0.8907
22,Fox News,Trump has also held his signature rallies leading up to Election Day.,Trump,neutral,0.5806
22,Fox News,But campaign strategist John Thomas notes Trump is in a different situation this time around in Pennsylvania.,Trump,neutral,0.8859
22,Fox News,TRUMP IN 'STRONGER POSITION THAN HE WAS IN 2016' IN BATTLEGROUND STATES: REP.,TRUMP,positive,0.8497
22,Fox News,"""
Pennsylvania is a ""must-win"" state for Trump, according to Thomas.",Trump,positive,0.607
22,Fox News,"""It's all about turning out your base if you're President Trump.",President Trump,positive,0.6336
22,Fox News,"Four years ago, Trump narrowly edged Clinton by 1.2 points to flip the state from blue to red.",Trump,positive,0.4684
22,Fox News,"""
Wisconsin
Trump stunned Clinton in 2016 when he flipped Wisconsin, a state which was carried by Democrats for a decade.",Trump,negative,0.6006
22,Fox News,"But similar to Pennsylvania, Trump has been underperforming with key groups who helped him ride into victory in 2016, such as suburban voters.",Trump,negative,0.9779
22,Fox News,"THE PRESIDENTIAL ELECTION COMES DOWN TO THESE 12 STATES
""If Wisconsin goes to Biden, it gets kind of dicey for President Trump,"" Trende said Saturday.",President Trump,negative,0.6013
22,Fox News,"""
According to Trende, a lot of states in the Upper Midwest that Trump needs to win are demographically similar to Wisconsin.",Trump,neutral,0.5141
22,Fox News,"""
Michigan
Another Midwestern state that swung for Trump in 2016--Michigan--is at risk of going another way this time.",Trump,neutral,0.531
22,Fox News,"""
The most recent Fox News Poll showed Biden's lead over Trump was outside the margin of error.",Trump,neutral,0.5517
22,Fox News,"But Trump made his last stop in the 2020 cycle in Grand Rapids, the same city where his final campaign rally in 2016 helped to put him over the edge.",Trump,neutral,0.608
22,Fox News,"""Definitely not a state that Trump should need to defend, but he's putting in the time,"" Thomas said on ""Fox & Friends First,"" referring to how Trump and Vice President Mike Pence have made several campaign stops.",Trump,negative,0.6347
22,Fox News,"""Definitely not a state that Trump should need to defend, but he's putting in the time,"" Thomas said on ""Fox & Friends First,"" referring to how Trump and Vice President Mike Pence have made several campaign stops.",Trump,negative,0.6347
22,Fox News,"POLLS SHOW BIDEN LEADING TRUMP IN KEY BATTLEGROUND STATES, FLORIDA A TOSSUP
""He's gotta hold this state or it'll fall apart,"" he added.",TRUMP,negative,0.4971
22,Fox News,"Biden made two stops in Georgia in the week before Election Day, a state which Trump carried by 5 percentage points to get its 16 electoral votes.",Trump,neutral,0.5242
22,Fox News,"Arizona
Arizona is another reliably Republican state Trump won four years ago that is also up for grabs, along with its 11 electoral votes.",Trump,positive,0.4741
22,Fox News,"Trump won the state in 2016 by 3.5 percentage points, the smallest margin in 20 years, and this year, the Democrats' Senate candidate, former astronaut Mark Kelly, is running a strong race against Republican incumbent Sen. Martha McSally.",Trump,positive,0.813
22,Fox News,"Ohio
While Biden has campaigned lightly in Ohio, he's spent almost $7 million in advertising in a state Trump won by 8 percentage points in 2016 and said he believes he's got a ""fighting chance.",Trump,positive,0.6566
22,Fox News,"""Trump's gotta drive his message on both that he's done it once, he can do it again, and also that he's holding China accountable for hurting us in a trade war.",Trump,positive,0.6772
22,Fox News,"""
Trump flipped the state in 2016, winning its 18 electoral votes.",Trump,positive,0.6417
22,Fox News,"Iowa
After Trump flipped Iowa four years ago and topped Clinton by 9 points, the state has also emerged as a battleground in 2020.",Trump,positive,0.4636
22,Fox News,"An average of polls in the state show the two candidates are close, with the latest Des Moines Register/Mediacom Iowa poll showing Trump up by 7 percentage points.",Trump,positive,0.7154
23,Fox News,"With experts at FiveThirtyEight, The Economist and Politico all favoring Democratic nominee Joe Biden to win the 2020 election, some Democrats are having flashbacks to 2016 when President Trump defied the odds to beat Hillary Clinton.",President Trump,negative,0.6556
23,Fox News,"TRUMP RALLY IN FLORIDA LASTS UNTIL NEARLY 1AM DESPITE AREA CURFEW
""At certain moments, I have a crippling fear that everything's going to fall apart like it did in 2016.",TRUMP,neutral,0.6123
23,Fox News,"""And on the other hand, feeling cautiously optimistic because an objective view at the numbers show key differences in the races, 2016 and 2020, in terms of the base of support that Joe Biden has — a lot of it brought on by the failures of President Trump,"" Petkanas continued.",President Trump,negative,0.9706
23,Fox News,FOX NEWS POLL: BIDEN'S LEAD OVER TRUMP,TRUMP,negative,0.9152
23,Fox News,"NARROWS SLIGHTLY TO 8 POINTS
""Trump isn’t in as strong a position as he was in 2016. ...",Trump,negative,0.9244
23,Fox News,"""
Trump won 306 electoral votes in 2016, and his team is predicting they could bank at least 280 this year.",Trump,positive,0.7438
24,Fox News,"THE LATEST FROM FOX NEWS ON THE 2020 PRESIDENTIAL RACE
In October, he became the latest GOP senator to distance himself from President Trump.",President Trump,negative,0.7655
24,Fox News,"The Texas Republican likened his relationship with Trump to a marriage He said that he was “maybe like a lot of women who get married and think they’re going to change their spouse, and that doesn’t usually work out very well.”
“I think what we found is that we’re not going to change President Trump,” Cornyn said.",Trump,negative,0.8386
24,Fox News,"The Texas Republican likened his relationship with Trump to a marriage He said that he was “maybe like a lot of women who get married and think they’re going to change their spouse, and that doesn’t usually work out very well.”
“I think what we found is that we’re not going to change President Trump,” Cornyn said.",President Trump,negative,0.8332
25,Fox News,"BIDEN HAS SLIGHT POLLING EDGE OVER TRUMP IN KEY BATTLEGROUNDS ON ELECTION EVE
""The Iranians have attempted to intimidate Democratic voters,"" he said.",TRUMP,negative,0.9606
25,Fox News,"TRUMP POLICIES HAVE HELPED MY FAMILY
Officials also said that there was evidence that Russia had access to voter databases throughout the country but the Kremlin appears not to have utilized it.",TRUMP,positive,0.7762
26,Fox News,"He stressed that Israel has to be ""grateful to President Trump for what he did for Israel in the last four years,"" noting that the Trump administration promoted peace treaties in the region, moved the U.S. Embassy to Jerusalem and pulled out of the Iran nuclear deal.",President Trump,positive,0.8872
26,Fox News,"He stressed that Israel has to be ""grateful to President Trump for what he did for Israel in the last four years,"" noting that the Trump administration promoted peace treaties in the region, moved the U.S. Embassy to Jerusalem and pulled out of the Iran nuclear deal.",Trump,positive,0.8863
26,Fox News,"On Sunday morning, hours after President-elect Joe Biden claimed victory, Danon tweeted a message of gratitude to President Trump.",President Trump,positive,0.7816
26,Fox News,"""
Early Sunday morning, Israel's Prime Minister Benjamin Netanyahu also thanked Trump for ""the friendship"" he has shown to Israel and ""for recognizing Jerusalem and the Golan, for standing up to Iran, for the historic peace accords and for bringing the American-Israeli alliance to unprecedented heights.",Trump,positive,0.9094
26,Fox News,"The remarks by Biden came hours after the Fox News Decision Desk projected that he and Harris would defeat Trump and Vice President Mike Pence, denying them a second term.",Trump,negative,0.8691
26,Fox News,Trump has insisted on Twitter that ballots have been improperly counted and argued that Biden’s victory is premature.,Trump,neutral,0.5579
26,Fox News,Trump vowed that his campaign would continue to file legal challenges in states where Biden was declared a narrow winner.,Trump,positive,0.5963
26,Fox News,"When asked what the overall sentiment was in Israel regarding a Biden presidency, Danon noted that ""the polls show President Trump has the support of most Israelis.",President Trump,positive,0.8461
26,Fox News,"""
TRUMP'S MIDDLE EAST PEACE DEALS 'REJECTED CONVENTIONAL WISDOM': STATE DEPT.",TRUMP,neutral,0.7867
26,Fox News,"A majority of Israelis would have preferred that President Trump would have won reelection over his Democratic challenger Joe Biden, The Times of Israel reported a few days before the U.S. election, citing a Channel 12 poll.",President Trump,positive,0.5843
26,Fox News,"The poll reportedly showed that 54% of Israelis support Trump, compared to 21% who favor Biden, with the other 25% saying they were not sure where they stand.",Trump,positive,0.6505
26,Fox News,Three Middle East peace deals have been brokered during the Trump administration.,Trump,negative,0.5228
26,Fox News,"Late last month, Trump announced a peace deal that would normalize ties between Israel and Sudan and claimed that there ""would be many more peace deals to come in the Middle East.",Trump,positive,0.8026
