article_id,outlet,sentence,mention,label,probability
5,CNN,"Tamara Varga, a Republican and one-time Libertarian who lives in Tucson, Arizona, said she believes Trump will grow his support among Latino voters this time.",Trump,positive,0.935
5,CNN,"The importance of female voters this year
That the election looks so close speaks volumes about Trump and a brand that many voters think is toxic and too unpresidential.",Trump,negative,0.979
5,CNN,"It is very important,” said Suresh Sharma, a Georgia independent who voted for Trump in 2016 then Biden in 2020.",Trump,neutral,0.6182
5,CNN,"And if Harris wins, it will be because a decent share of Republicans who tried to stop Trump from winning the nomination are prepared to vote for Harris in an effort to stop him from winning the White House.",Trump,negative,0.926
5,CNN,Many Trump voters echo their candidate in saying the only way for Harris to win is through fraud.,Trump,neutral,0.7491
5,CNN,"Trump critics, on the other hand, are bracing for a repeat of 2020 if he loses again.",Trump,negative,0.9209
5,CNN,"Like Pesce, she’s a Reagan Republican who believes Trump must lose again to create an opening to return the GOP to its conservative roots.",Trump,negative,0.9666
6,CNN,"While Florida generally makes it challenging for people in the state with felony convictions to regain their voting rights, former President Donald Trump had no issue casting a ballot for himself Tuesday in Palm Beach.",Donald Trump,neutral,0.5338
6,CNN,Trump was convicted in Manhattan earlier this year of 34 counts of falsifying business records tied to hush money payments before the 2016 election to adult film star Stormy Daniels.,Trump,negative,0.9936
6,CNN,"The first former US president convicted of a felony, Trump is scheduled to be sentenced on November 26.",Trump,negative,0.9674
6,CNN,"For Trump, that means he will benefit from a 2021 New York law that allows people with felony convictions to vote as long as they’re not serving a term of incarceration at the time of the election.",Trump,positive,0.7445
6,CNN,"But that bureaucratic morass is not something Trump must contend with, because he was convicted in New York.",Trump,negative,0.9642
6,CNN,"“Bottom line is, it should be this easy for everyone, not just Trump,” Bowie said.",Trump,negative,0.7638
7,CNN,"Vice President Kamala Harris and former President Donald Trump are battling over seven swing states: Michigan, Pennsylvania and Wisconsin, the three Great Lakes states that make up the “blue wall” that Trump cracked in 2016 but President Joe Biden carried in 2020, and Arizona, Georgia, Nevada and North Carolina, the four Sun Belt battlegrounds.",Donald Trump,negative,0.9185
7,CNN,"Vice President Kamala Harris and former President Donald Trump are battling over seven swing states: Michigan, Pennsylvania and Wisconsin, the three Great Lakes states that make up the “blue wall” that Trump cracked in 2016 but President Joe Biden carried in 2020, and Arizona, Georgia, Nevada and North Carolina, the four Sun Belt battlegrounds.",Trump,negative,0.9175
7,CNN,A Trump victory would also be historic: He’d join Grover Cleveland as the only presidents to serve non-consecutive terms.,Trump,positive,0.9209
7,CNN,"The party’s hopes of holding onto its narrow House majority winds from the coast of Maine through New York’s Hudson Valley, the rolling hills of Virginia’s Piedmont, a “blue dot” in Nebraska and into California’s Orange County, where the political ebbs and flows of the Trump era have been on vivid display.",Trump,negative,0.5655
7,CNN,Trump did the same in 2016.,Trump,neutral,0.9176
7,CNN,The only 2024 battleground Trump won in the last election was North Carolina.,Trump,neutral,0.7318
7,CNN,"With the usual caveat that anything can happen, and, in recent years, it often has – here are a few potential paths for Harris and Trump, respectively:
For Harris, the map is in many ways simpler.",Trump,neutral,0.5712
7,CNN,"If the “blue wall” cracks and Pennsylvania goes for Trump, her path becomes more complicated.",Trump,negative,0.7907
7,CNN,"Like Harris’, Trump’s map leans hard on Pennsylvania.",Trump,neutral,0.8567
7,CNN,"Victory without Pennsylvania, for Trump, likely means the “blue wall” cracks somewhere else.",Trump,negative,0.6255
7,CNN,"In that scenario, Trump would likely need to win Michigan or Wisconsin and supplement it with a dominant performance across the Sun Belt, from Georgia on the East Coast to Arizona and Nevada out west.",Trump,positive,0.7943
7,CNN,"The red and blue ‘mirages’ to expect
Four years ago, with Trump undermining many Republican voters’ confidence in mail-in ballots, the early hours after polls closed showed a “red mirage” in several key swing states – with the initial returns looking better for Trump than the final results would show hours or days later.",Trump,negative,0.9803
7,CNN,"The red and blue ‘mirages’ to expect
Four years ago, with Trump undermining many Republican voters’ confidence in mail-in ballots, the early hours after polls closed showed a “red mirage” in several key swing states – with the initial returns looking better for Trump than the final results would show hours or days later.",Trump,negative,0.9803
7,CNN,"That means Harris could see a sizable early lead, before late-arriving mail-in ballots and Election Day votes (both of which favored Trump in 2020) are counted.",Trump,neutral,0.6786
7,CNN,"Victory for Eugene Vindman, the Democratic nominee, and a clear lead for Harris could spell trouble for Trump up and down the ballot.",Trump,negative,0.7682
7,CNN,"Simply put, both parties will be watching the returns closely for signs of a pink wave, or surge in turnout among women voters, that could be an early warning sign for Trump and Republicans anxious about a gender gap in polling that shows Harris with, in many cases, a larger lead among women than Trump has with men.",Trump,negative,0.873
7,CNN,"Simply put, both parties will be watching the returns closely for signs of a pink wave, or surge in turnout among women voters, that could be an early warning sign for Trump and Republicans anxious about a gender gap in polling that shows Harris with, in many cases, a larger lead among women than Trump has with men.",Trump,negative,0.873
7,CNN,The fate of the House could take on even greater importance if Trump returns to the Oval Office and Republicans win the Senate.,Trump,positive,0.5135
7,CNN,A GOP trifecta would give Trump close to carte blanche to pass his agenda into law.,Trump,positive,0.7356
7,CNN,Will Trump declare victory early?,Trump,neutral,0.4753
7,CNN,"Not only is Trump’s 2020 playbook wide open, he’s added some new pages to the 2024 edition.",Trump,positive,0.551
7,CNN,"The math is expected to favor Trump in the earlier hours of the count, in part because of which states report and when.",Trump,positive,0.7954
7,CNN,"That phenomenon created what’s been called a “red mirage” – the appearance that Trump and Republicans are winning big when, in reality, their votes were just being reported first.",Trump,negative,0.6281
7,CNN,"Trump has encouraged supporters to vote by any means, including mail, after discouraging it in 2020.",Trump,positive,0.8606
7,CNN,"Still, the question remains: Will Trump declare victory before the race is truly decided?",Trump,negative,0.5884
7,CNN,"What’s less clear, even now, is whether – and if so, how – Trump and his allies might agitate to hold-up or close-down the process.",Trump,negative,0.6571
7,CNN,"Deadlines and disinformation
Trump has long said that elections should be decided on the night they’re held.",Trump,negative,0.8729
7,CNN,Both campaigns will be on close watch for isolated problems on Election Day — well aware that Trump has twisted some of those incidents to bolster his false claims that Harris is cheating.,Trump,negative,0.985
8,Fox News,"Listen to the full podcast:
Bret Baier: NEW Internal Polling Reveals AZ, PA, MI, WI Independents Leaning Towards Trump
Bret Baier, Chief Political Anchor for Fox News and Anchor of Special Report with Bret Baier weeknights at 6 PM, and bestselling author of To Rescue the Constitution:",Trump,negative,0.6614
8,Fox News,"George Washington and the Fragile American Experiment, joined The Guy Benson Show today to break down the current state of the race, noting the surprising quiet confidence from Democrats even as polls seem to favor Trump for the first time.",Trump,positive,0.7189
8,Fox News,"Baier provided insights from internal polling showing key states like Arizona, Pennsylvania, Michigan, and Wisconsin trending towards Trump.",Trump,neutral,0.5836
8,Fox News,"McCarthy explained why he believes the entire race could hinge on the Keystone State, with trends suggesting Trump is gaining momentum there.",Trump,positive,0.8706
8,Fox News,He also discussed how generic ballot polls favoring Trump could lead to significant Republican wins nationwide and highlighted the 15 tied congressional races that may be influenced by the presidential outcome.,Trump,positive,0.8903
8,Fox News,"McCarthy also revealed that he would say “no” to serving as Trump’s Chief of Staff, and you can listen to the full interview below!",Trump,neutral,0.6309
8,Fox News,"Listen to the full interview:
Watch the full interview:
Charles Hurt: I Think Trump Wins the Election Because “All the Fundamentals” Swing His Way
Charles Hurt, Opinion Editor at the Washington Times and Fox News Contributor, joined The Guy Benson Show today to discuss a striking story about Kamala Harris’s awkward and ultimately scrapped interview on “Subway Takes.”",Trump,neutral,0.4741
8,Fox News,He also shared why he believes that dismal economic indicators and poor electoral indicators for Harris as the incumbent could signal a Trump victory on election night.,Trump,neutral,0.3705
10,Fox News,Gowdy also discussed his disbelief of Donald Trump continuing to talk to members of the press such as Bob Woodward who do not have his best interests at heart.,Donald Trump,negative,0.9874
10,Fox News,"Gowdy never understood why Trump wouldn’t not want to participate in a debate with Bret Baier and Martha MacCallum because if you want a referee that is not going to put his or her finger on the scale, you would pick Martha and Bret, you wouldn’t go on ABC.",Trump,negative,0.9491
10,Fox News,"Responding to Rachel Maddow and the left saying Russia is pushing to help Trump win, Gowdy said we are in a phase that he hopes we can get out of “that you can only lose if the other side cheats” which is an insult to your fellow citizens.",Trump,negative,0.5752
12,CNN,"“I’m worried about a Trump presidency,’’ said Elliott, a mother of two teenagers and owner of a gift shop in Swarthmore.",Trump,negative,0.9142
12,CNN,"Former President Donald Trump is its lightning rod.
Elliott: “I see how he treats people and bullies people, and these are things I tell my teenage kids not to do.",Donald Trump,negative,0.9298
12,CNN,"Caparra: “I wish they could, quite honestly, get over some of Trump’s bad behavior and look at the broader sense of what he means.",Trump,negative,0.9838
12,CNN,We quickly and then constantly were reminded that Trump’s support is more diverse and more complicated than most of his critics understand.,Trump,negative,0.6244
12,CNN,"Diehard Trump supporters see him as their voice, and they echo his often harsh language about immigrants as well as his lies about stolen and rigged elections and the prosecutions against him.",Trump,negative,0.8156
12,CNN,Holding their noses and voting Trump,Trump,neutral,0.673
12,CNN,But we also met many Trump critics who in the end will be Trump voters because they say Vice President Kamala Harris and Democrats pose a greater threat than Trump’s toxic behavior.,Trump,negative,0.9761
12,CNN,But we also met many Trump critics who in the end will be Trump voters because they say Vice President Kamala Harris and Democrats pose a greater threat than Trump’s toxic behavior.,Trump,negative,0.9761
12,CNN,But we also met many Trump critics who in the end will be Trump voters because they say Vice President Kamala Harris and Democrats pose a greater threat than Trump’s toxic behavior.,Trump,negative,0.9782
12,CNN,She was hopeful at the beginning that Republicans would move on from Trump and the behavior she said filled her liberal friends with fear.,Trump,negative,0.9684
12,CNN,But Trump coasted to the nomination and will get Ebersole’s vote on Tuesday because she sees Harris as an activist liberal.,Trump,negative,0.6073
12,CNN,"Economic concerns dominate
If Trump wins, voters like Joseph Knowles and Brian McMutuary will be part of his comeback math too.",Trump,positive,0.7925
12,CNN,McMutuary is also Black and also was a lifelong Democrat until he voted for Trump in 2020.,Trump,neutral,0.8887
12,CNN,He disagrees with Trump on abortion and immigration but sees him as a stronger leader on the world stage and remembers prices as lower when Trump was president.,Trump,negative,0.6326
12,CNN,He disagrees with Trump on abortion and immigration but sees him as a stronger leader on the world stage and remembers prices as lower when Trump was president.,Trump,negative,0.6326
12,CNN,"Tamara Varga, a Republican and one-time Libertarian who lives in Tucson, Arizona, said she believes Trump will grow his support among Latino voters this time.",Trump,positive,0.935
12,CNN,"The importance of female voters this year
That the election looks so close speaks volumes about Trump and a brand that many voters think is toxic and too unpresidential.",Trump,negative,0.979
12,CNN,"It is very important,” said Suresh Sharma, a Georgia independent who voted for Trump in 2016 then Biden in 2020.",Trump,neutral,0.6182
12,CNN,"And if Harris wins, it will be because a decent share of Republicans who tried to stop Trump from winning the nomination are prepared to vote for Harris in an effort to stop him from winning the White House.",Trump,negative,0.926
12,CNN,Many Trump voters echo their candidate in saying the only way for Harris to win is through fraud.,Trump,neutral,0.7491
12,CNN,"Trump critics, on the other hand, are bracing for a repeat of 2020 if he loses again.",Trump,negative,0.9209
12,CNN,"Like Pesce, she’s a Reagan Republican who believes Trump must lose again to create an opening to return the GOP to its conservative roots.",Trump,negative,0.9666
13,CNN,"While Florida generally makes it challenging for people in the state with felony convictions to regain their voting rights, former President Donald Trump had no issue casting a ballot for himself Tuesday in Palm Beach.",Donald Trump,neutral,0.5338
13,CNN,Trump was convicted in Manhattan earlier this year of 34 counts of falsifying business records tied to hush money payments before the 2016 election to adult film star Stormy Daniels.,Trump,negative,0.9936
13,CNN,"The first former US president convicted of a felony, Trump is scheduled to be sentenced on November 26.",Trump,negative,0.9674
13,CNN,"For Trump, that means he will benefit from a 2021 New York law that allows people with felony convictions to vote as long as they’re not serving a term of incarceration at the time of the election.",Trump,positive,0.7445
13,CNN,"But that bureaucratic morass is not something Trump must contend with, because he was convicted in New York.",Trump,negative,0.9642
13,CNN,"“Bottom line is, it should be this easy for everyone, not just Trump,” Bowie said.",Trump,negative,0.7638
14,CNN,A GOP majority will put the Senate in position to boost a possible Donald Trump presidency or impede a possible Kamala Harris administration if the Democratic vice president wins the White House.,Donald Trump,positive,0.5332
14,CNN,"The Senate takeover was the first big success of the night for Republicans, with the fight between Trump and Harris yet to be resolved and the destiny of the House of Representatives, where the GOP is trying to defend its narrow majority, also up in the air.",Trump,neutral,0.4312
14,CNN,The new GOP Senate will be in a position to back Trump’s agenda if he wins a second term and to resume the ex-president’s significant reshaping of the judiciary with scores more conservatives if he ends up in the Oval Office.,Trump,positive,0.7674
14,CNN,"The new Republican senator will be businessman Bernie Moreno, a vehement Trump supporter.",Trump,neutral,0.6981
16,CNN,"If the expected rematch between President Joe Biden and former President Donald Trump was a turnoff to the voting public, and thus not much of a traffic or ratings driver for news outlets, the ascendance of Vice President Kamala Harris to the top of the Democratic ticket was an absolute reset.",Donald Trump,negative,0.6004
16,CNN,"But the enthusiasm for Trump is palpable too: In North Carolina, “Republicans turned out at higher-than-ever numbers during early voting, although it was close,” with Republicans only slightly ahead of Democrats overall.",Trump,positive,0.92
16,CNN,"Malewitz and Treinen, of The Capital Times, both said they haven’t seen much national coverage of how Trump’s mass deportation vow would rattle the state’s immigrant-dependent dairy industry, for example.",Trump,negative,0.9797
16,CNN,"Since 2020, when Georgia’s election results were challenged by Trump and his allies, “national media has largely fixated on conventional politics and profiling voting groups in Georgia that might determine the outcome,” he said.",Trump,negative,0.6596
17,CNN,"Journalists from multiple news organizations have been denied credentials to former President Donald Trump’s election night watch event in West Palm Beach, Florida, in retaliation for their coverage of Trump’s campaign.",Donald Trump,negative,0.8532
17,CNN,"Journalists from multiple news organizations have been denied credentials to former President Donald Trump’s election night watch event in West Palm Beach, Florida, in retaliation for their coverage of Trump’s campaign.",Trump,negative,0.8646
17,CNN,"The person suggested the decision was made in response to an article in Politico magazine, which reported that a Trump campaign field director was fired for being a White nationalist.",Trump,negative,0.9579
17,CNN,"But around the time Palmeri published a piece about “anxiety” within the Trump campaign, her credential was denied.",Trump,negative,0.8717
17,CNN,"“I know I told you that I would be covering the Trump election night party from Palm Beach but turns out I have pissed off Trump’s campaign manager with my reporting and they decided to deny my credentials,” Palmeri said on the podcast “Somebody’s Gotta Win.”",Trump,negative,0.9728
17,CNN,"“I know I told you that I would be covering the Trump election night party from Palm Beach but turns out I have pissed off Trump’s campaign manager with my reporting and they decided to deny my credentials,” Palmeri said on the podcast “Somebody’s Gotta Win.”",Trump,negative,0.9762
17,CNN,"Spokespeople for the Trump campaign did not respond to CNN’s request for comment about the denials, but campaign co-chair Chris LaCivita wrote on X last week that Palmeri “was DENIED credentials to enter Mar-a-largo [sic] to cover election night due to her ‘proclivity’ to write bullshit.",Trump,negative,0.7303
17,CNN,"In the run-up to the election, Trump has regularly attacked the media.",Trump,negative,0.9739
17,CNN,"Axios reporter Sophia Cai was also denied a credential to the election night event shortly after she reported on “anxiety” within the Trump campaign ahead of Election Day, a person familiar with the matter told CNN.",Trump,negative,0.7926
17,CNN,"The Trump campaign and his former administration have a history of revoking credentials for reporters, often in retribution over their coverage.",Trump,negative,0.9705
17,CNN,"In 2018, the Trump White House revoked CNN correspondent Jim Acosta’s press credential, only to be forced to restore the credential after CNN filed a lawsuit.",Trump,negative,0.9349
17,CNN,"Clarification: A spokesperson for Voice of America said some staffers had been denied credentials to Trump’s event, although two were admitted.",Trump,neutral,0.7868
17,CNN,A Mother Jones spokesperson said their staffers had been denied access to earlier Trump events but were granted credentials to the election night event.,Trump,neutral,0.6828
18,Fox News,"Going into the 119th Congress, Republicans will be in a good position to push through President-elect Trump's agenda, provided they keep control of the House.",Trump,positive,0.6224
18,Fox News,"Now that the Fox News decision desk has projected that Donald Trump will win the presidency and Republicans are projected to take control of the Senate, all eyes now turn to the House of Representatives.",Donald Trump,positive,0.8683
18,Fox News,"The district, in the otherwise reliably blue Garden State, includes former President Trump's Bedminster club, and is geopolitically connected to Pennsylvania's ""swing"" Lehigh Valley region which lies across the Delaware River from Phillipsburg.",President Trump,neutral,0.853
18,Fox News,"When Buck resigned, the conservative cited a flank of the Republican Party’s hardheaded politics and unwavering devotion to Trump.",Trump,negative,0.4133
18,Fox News,Fox News can also project former President Donald Trump and Vice President Kamala Harris will split the electoral votes in the Pine Tree State.,Donald Trump,negative,0.6004
18,Fox News,Harris will win three electoral votes while Trump will earn one elector from the rural second congressional district.,Trump,neutral,0.5676
18,Fox News,"Former Speaker Nancy Pelosi, D-Calif., famously used her influence in leadership to help precipitate the first and second impeachments of former President Donald Trump.",Donald Trump,negative,0.9847
18,Fox News,Casey has been spending Democrat donor dollars on ads seemingly tying himself to former President Donald Trump – without ever mentioning Harris’ name.,Donald Trump,neutral,0.5335
18,Fox News,One ad showed how he “bucked Biden” and “sided with” Trump while painting himself as an “independent.”,Trump,negative,0.7581
18,Fox News,Her ad shows Trump signing into law legislation that Baldwin sponsored while Trump was in office.,Trump,neutral,0.8488
18,Fox News,Her ad shows Trump signing into law legislation that Baldwin sponsored while Trump was in office.,Trump,neutral,0.8488
18,Fox News,He’s been endorsed by Trump.,Trump,neutral,0.7696
18,Fox News,Democrat state Sen. Kristen McDonald Rivet and Republican former Trump administration official Paul Junge are facing off in that race.,Trump,neutral,0.6523
18,Fox News,And some of those candidates have aired ads leading up to voting day that tie the incumbent senators to Trump – without mentioning Harris at all.,Trump,neutral,0.7668
19,Fox News,A Black Lives Matter activist on the eve of Election Day slammed Vice President Kamala Harris and said that he plans to vote for former President Trump.,President Trump,neutral,0.5821
19,Fox News,"Three years ago, Fisher led the BLM Rhode Island’s effort to demand Democratic Sen. Sheldon Whitehouse resign or sever ties with an all-White and exclusive Newport Beach club.
HARRIS, TRUMP CONCLUDE CAMPAIGNING – NOW IT'S UP TO THE VOTERS AS ELECTION DAY 2024 GETS UNDERWAY
Fisher explained further to the New York Post that historically, the Democratic Party has been the party Black people overwhelmingly voted for, yet, never ""got anything in return.""",TRUMP,neutral,0.4064
19,Fox News,"Furthermore, the national BLM organization and the BLM Rhode Island PAC clarified that they do not support Trump and that anyone can start a BLM chapter.",Trump,negative,0.7939
20,Fox News,"Former President Trump joined Rogan for an interview ahead of the election that lasted three hours in his studio in Austin, Texas.",President Trump,neutral,0.9611
20,Fox News,"""Donald Trump is also the former president, and he went to Austin,"" Thompson added.",Donald Trump,neutral,0.9293
20,Fox News,"Sellers said that Trump was ""unemployed,"" and argued Harris had a job.",Trump,negative,0.9419
23,Fox News,"Iconic ""Star Wars"" and ""Indiana Jones"" actor Harrison Ford became the latest Hollywood A-lister to publicly endorse Vice President Kamala Harris, just days before Tuesday's presidential election between her and former President Donald Trump.",Donald Trump,neutral,0.8766
23,Fox News,"""[I] never really wanted to talk about it very much, but when dozens of former members of the Trump administration are sounding alarms, saying, ‘For God’s sake, don't do this again,' you have to pay attention.",Trump,negative,0.9049
23,Fox News,"""
Seated alone and in grayscale against a dark background, Ford warned viewers in the brief video that those former Trump officials are telling voters something ""important.",Trump,negative,0.74
23,Fox News,"He concluded by insisting former President Trump demands ""unquestioning loyalty"" and wants ""revenge,"" telling viewers he plans to use his vote to ""move forward.",President Trump,negative,0.9452
23,Fox News,"Former President Trump has also received celebrity endorsements this election cycle, however, including the likes of ""Reagan"" star Dennis Quaid, country music star Jason Aldean, wrestling legend Hulk Hogan, business magnate Elon Musk, actors Jon Voight and Dean Cain and music star Kid Rock.",President Trump,positive,0.8667
23,Fox News,"FAR FEWER NEWSPAPERS ARE ENDORSING HARRIS THAN BACKED CLINTON OR BIDEN
Harris and Trump are currently deadlocked in many polls, with select numbers indicating a slight favorite for either candidate in a series of swing states.",Trump,negative,0.8336
24,Fox News,Liberal presidential historian and frequent MSNBC guest Michael Beschloss uttered a dire prediction about former President Trump securing re-election this week.,President Trump,negative,0.6545
24,Fox News,"Appearing on MSNBC’s ""Morning Joe"" on Tuesday morning, the commentator said that if America chose Trump over Vice President Kamala Harris, it would have chosen a dictatorship over democracy.",Trump,negative,0.9608
24,Fox News,"Beschloss agreed with that sentiment and then insinuated that future historians may not be able to characterize Nov. 5, 2024, as such a ""hinge day"" if Trump gets into office, because he will outlaw historical records of his time in office.",Trump,negative,0.9829
24,Fox News,"And if people are allowed to go on television and say what they think in the future – which again that question is open this morning,"" he continued, adding the line about dictatorship under Trump.",Trump,negative,0.9687
24,Fox News,"HARRIS, TRUMP, HOLD ELECTION EVE DUELING RALLIES IN THE BIGGEST OF THE BATTLEGROUNDS
""Absolutely,"" the guest said.",TRUMP,neutral,0.7447
24,Fox News,USA Today also declined to endorse either Trump or Vice President Kamala Harris this year.,Trump,neutral,0.695
24,Fox News,"He then ripped Post owner Jeff Bezos, accusing him of coercing his paper to not endorse Harris for fear of Trump’s wrath.",Trump,negative,0.7228
24,Fox News,Beschloss followed up by comparing Trump to 20th century dictators.,Trump,negative,0.8348
24,Fox News,"And Viktor Orbán, of course, is one of Donald Trump’s most notorious heroes.",Donald Trump,negative,0.5732
25,Fox News,Trump's confident.,Trump,positive,0.8928
25,Fox News,"Trump and Harris both slugging it out, looking to land one last shot.
…
Harris spent the day in Pennsylvania.",Trump,neutral,0.7597
25,Fox News,"Harris can't afford to lose any of these states because Donald Trump's ahead by at least a point or two in North Carolina, Georgia, Arizona and Nevada.",Donald Trump,positive,0.6853
25,Fox News,"It looks close, but the Trump campaign feels good about where they are because of the early vote.",Trump,positive,0.9189
25,Fox News,"…
CLICK HERE TO GET THE FOX NEWS APP
But the Trump campaign says women and urban voters are down from 2020 and rural voters showing up big.",Trump,neutral,0.8412
26,Fox News,"Florida Sen. Marco Rubio defended former President Trump's attacks against the media and Democrats during his closing message to voters this week, saying he's ""going to punch back"" against his critics.",President Trump,negative,0.9139
26,Fox News,"During a Tuesday interview, CNN host Anderson Cooper asked Rubio if those in Trump's orbit wish he would have focused on the economy and the border in his final message to voters rather than ""going off on tangents"" by attacking Nancy Pelosi at a campaign rally on Monday.",Trump,neutral,0.3652
26,Fox News,"The two clashed after Cooper cut in to remind Rubio of disparaging comments he and Trump's running mate, Sen. JD Vance, made about Trump in years past.",Trump,negative,0.8597
26,Fox News,"The two clashed after Cooper cut in to remind Rubio of disparaging comments he and Trump's running mate, Sen. JD Vance, made about Trump in years past.",Trump,negative,0.8717
26,Fox News,"AT TRUMP CRITICS ACCUSING FORMER PRESIDENT OF BEING ‘FASCIST’
""That was his vice president who called him Adolf Hitler,"" Cooper said.",TRUMP,negative,0.9715
26,Fox News,"In 2016, Vance said Trump could be America's ""Hitler,"" in comments he has since disavowed many times.",Trump,negative,0.9844
26,Fox News,"Cooper told Rubio that Trump had also been using his own charged rhetoric about the election in the final days, before again bringing up Vance's past remarks about Trump.",Trump,negative,0.9188
26,Fox News,"Cooper told Rubio that Trump had also been using his own charged rhetoric about the election in the final days, before again bringing up Vance's past remarks about Trump.",Trump,negative,0.9357
26,Fox News,"Rubio said that Vance had changed his mind about Trump and claimed ""a lot of people"" who didn't vote for the GOP candidate in the past two elections would vote for him this election because of concerns about the economy, the cost of living and the direction the country was headed.",Trump,negative,0.4909
26,Fox News,"When Donald Trump was president, life was more affordable, our country was safer and it was stronger and more respected in the world.",Donald Trump,positive,0.9698
26,Fox News,"""When people go put gas in their car, when people have to pay their bills at the end of the month, they believe they will be better off under Donald Trump then they will under a Kamala Harris presidency.",Donald Trump,positive,0.594
27,Fox News,"My vote for Donald Trump and Senator Vance was cast weeks ago in Virginia because the lead story on Thursday might not be our new president-elect but another strike by Iran on Israel and what Israel can be expected, with justification, to reply with: a ""third strike and you are out"" massive punishment of Iran’s nuclear program and vanguard troops—the Iranian Revolutionary Guard Corps.",Donald Trump,neutral,0.7997
27,Fox News,"Hewitt has interviewed tens of thousands of guests from Democrats Hillary Clinton and John Kerry to Republican Presidents George W. Bush and Donald Trump over his 40 years in broadcast, and this column previews the lead story that will drive his radio/ TV show today.",Donald Trump,neutral,0.8458
29,Fox News,"Ayotte is also a former state attorney general who narrowly lost her Senate re-election in 2016 after breaking with former President Donald Trump following the release of the infamous ""Access Hollywood"" video.",Donald Trump,negative,0.9817
29,Fox News,"As she ran for her party's nomination for governor, Ayotte endorsed Trump this year.",Trump,positive,0.543
29,Fox News,"Morse, facing an uphill challenge against the higher polling and better funded Ayotte, repeatedly questioned her conservative record as a senator and her support for Trump.",Trump,negative,0.49
